2014-10-10,0,0
2014-10-11,0,0
2014-10-12,0,0
2014-10-13,0,0
2014-10-14,0,0
2014-10-15,0,0
2014-10-16,0,0
2014-10-17,0,0
2014-10-18,0,0
2014-10-19,0,0
2014-10-20,0,0
2014-10-21,0,0
2014-10-22,0,0
2014-10-23,0,0
2014-10-24,6382,0
2014-10-25,10679,0
2014-10-26,9274,0
2014-10-27,18837,0
2014-10-28,23970,0
2014-10-29,20912,0
2014-10-30,13195,0
2014-10-31,12766,0
2014-11-01,4731,0
2014-11-02,7293,0
2014-11-03,0,0
2014-11-04,2616,0
2014-11-05,5261,0
2014-11-06,9648,0
2014-11-07,10615,0
2014-11-08,307,0
2014-11-09,0,0
