2014-12-01,0,0
2014-12-02,0,0
2014-12-03,0,0
2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,8749,2762
2014-12-10,9124,6229
2014-12-11,14295,5064
2014-12-12,12592,8295
2014-12-13,11628,1750
2014-12-14,6971,0
2014-12-15,24205,2034
2014-12-16,23888,4999
2014-12-17,38159,6407
2014-12-18,17100,606
2014-12-19,22732,3543
2014-12-20,17078,5614
2014-12-21,13492,8361
2014-12-22,13587,9760
2014-12-23,8027,7923
2014-12-24,4834,1482
2014-12-25,6426,5793
2014-12-26,1740,828
2014-12-27,2867,2860
2014-12-28,5215,2493
2014-12-29,8091,6355
2014-12-30,2859,1593
2014-12-31,5442,1979
