2014-11-20,3050,0
2014-11-21,3707,0
2014-11-22,0,0
2014-11-23,14680,0
2014-11-24,11709,0
2014-11-25,0,0
2014-11-26,1016,0
2014-11-27,13804,0
2014-11-28,6153,0
2014-11-29,24375,0
2014-11-30,4128,0
2014-12-01,0,0
2014-12-02,0,0
2014-12-03,0,0
2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,1249,0
2014-12-10,13945,0
2014-12-11,7321,0
2014-12-12,0,0
2014-12-13,16239,0
2014-12-14,27438,0
2014-12-15,7418,0
2014-12-16,16425,0
2014-12-17,4980,0
2014-12-18,3765,0
2014-12-19,1625,0
2014-12-20,8829,0
