2014-11-29,29625,0
2014-11-30,5813,0
2014-12-01,0,0
2014-12-02,0,0
2014-12-03,0,0
2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,11541,0
2014-12-10,17788,0
2014-12-11,11806,0
2014-12-12,18722,0
2014-12-13,32956,0
2014-12-14,25309,0
2014-12-15,9215,0
2014-12-16,8487,0
2014-12-17,19069,0
2014-12-18,5094,0
2014-12-19,1913,0
2014-12-20,16248,0
2014-12-21,18771,0
2014-12-22,10935,0
2014-12-23,0,0
2014-12-24,4367,0
2014-12-25,10255,0
2014-12-26,4488,0
2014-12-27,14810,0
2014-12-28,14348,0
2014-12-29,26031,0
