2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,0,0
2014-12-10,0,0
2014-12-11,0,0
2014-12-12,0,0
2014-12-13,0,0
2014-12-14,0,0
2014-12-15,0,0
2014-12-16,2067,0
2014-12-17,5511,0
2014-12-18,9693,0
2014-12-19,19507,0
2014-12-20,10552,0
2014-12-21,9713,0
2014-12-22,15683,0
2014-12-23,20535,0
2014-12-24,23030,0
2014-12-25,9233,0
2014-12-26,11963,0
2014-12-27,10353,0
2014-12-28,11201,0
2014-12-29,8747,0
2014-12-30,0,0
2014-12-31,17145,0
2015-01-01,12694,0
2015-01-02,12910,0
2015-01-03,5466,0
