2014-11-27,17800,0
2014-11-28,6058,0
2014-11-29,17754,0
2014-11-30,2025,0
2014-12-01,0,0
2014-12-02,0,0
2014-12-03,0,0
2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,3729,0
2014-12-10,10468,0
2014-12-11,11050,0
2014-12-12,10906,0
2014-12-13,10356,0
2014-12-14,15939,0
2014-12-15,16720,0
2014-12-16,19675,0
2014-12-17,749,0
2014-12-18,0,0
2014-12-19,0,0
2014-12-20,0,0
2014-12-21,0,0
2014-12-22,0,0
2014-12-23,0,0
2014-12-24,0,0
2014-12-25,0,0
2014-12-26,17925,0
2014-12-27,25256,0
