2014-11-22,4110,0
2014-11-23,22314,0
2014-11-24,0,0
2014-11-25,0,0
2014-11-26,4113,0
2014-11-27,9076,0
2014-11-28,0,0
2014-11-29,11649,0
2014-11-30,4043,0
2014-12-01,0,0
2014-12-02,0,0
2014-12-03,0,0
2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,1524,0
2014-12-10,11229,0
2014-12-11,19165,0
2014-12-12,9706,0
2014-12-13,6869,0
2014-12-14,0,0
2014-12-15,0,0
2014-12-16,0,0
2014-12-17,0,0
2014-12-18,0,0
2014-12-19,0,0
2014-12-20,317,0
2014-12-21,373,0
2014-12-22,0,0
