2014-12-02,0,0
2014-12-03,0,0
2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,9017,3060
2014-12-10,17705,0
2014-12-11,8015,0
2014-12-12,20978,0
2014-12-13,2051,0
2014-12-14,23995,872
2014-12-15,14215,0
2014-12-16,1318,0
2014-12-17,2019,0
2014-12-18,0,0
2014-12-19,1940,0
2014-12-20,0,0
2014-12-21,0,0
2014-12-22,6403,0
2014-12-23,8248,5449
2014-12-24,11393,6902
2014-12-25,686,0
2014-12-26,0,0
2014-12-27,14616,9829
2014-12-28,25664,11
2014-12-29,19810,8300
2014-12-30,26641,2818
2014-12-31,20687,2644
2015-01-01,20531,12145
