2014-10-21,0,0
2014-10-22,0,0
2014-10-23,0,0
2014-10-24,11351,0
2014-10-25,6259,0
2014-10-26,9842,0
2014-10-27,14929,0
2014-10-28,3453,0
2014-10-29,0,0
2014-10-30,2364,0
2014-10-31,14883,0
2014-11-01,13100,0
2014-11-02,5847,0
2014-11-03,8949,0
2014-11-04,10784,0
2014-11-05,10486,0
2014-11-06,8661,0
2014-11-07,4646,0
2014-11-08,12930,0
2014-11-09,13063,0
2014-11-10,0,0
2014-11-11,1145,0
2014-11-12,4491,0
2014-11-13,5466,0
2014-11-14,1367,0
2014-11-15,0,0
2014-11-16,13302,0
2014-11-17,7607,0
2014-11-18,6924,0
2014-11-19,8795,0
2014-11-20,20263,0
