2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,0,0
2014-12-10,0,0
2014-12-11,0,0
2014-12-12,10913,0
2014-12-13,22762,0
2014-12-14,13698,0
2014-12-15,0,0
2014-12-16,2332,0
2014-12-17,6761,0
2014-12-18,7636,0
2014-12-19,9065,0
2014-12-20,0,0
2014-12-21,1998,0
2014-12-22,28110,0
2014-12-23,9177,0
2014-12-24,12642,0
2014-12-25,2016,0
2014-12-26,11538,0
2014-12-27,6166,0
2014-12-28,16337,0
2014-12-29,1380,0
2014-12-30,9367,0
2014-12-31,33107,0
2015-01-01,33121,0
2015-01-02,16541,0
2015-01-03,11484,0
