2014-10-24,1075,0
2014-10-25,0,0
2014-10-26,0,0
2014-10-27,1227,0
2014-10-28,6660,0
2014-10-29,7317,0
2014-10-30,7233,0
2014-10-31,420,0
2014-11-01,270,0
2014-11-02,1004,0
2014-11-03,0,0
2014-11-04,7115,0
2014-11-05,152,0
2014-11-06,0,0
2014-11-07,4542,0
2014-11-08,160,0
2014-11-09,0,0
2014-11-10,0,0
2014-11-11,0,0
2014-11-12,0,0
2014-11-13,0,0
2014-11-14,0,0
2014-11-15,641,0
2014-11-16,68,0
2014-11-17,0,0
2014-11-18,22,0
2014-11-19,1342,0
2014-11-20,0,0
2014-11-21,0,0
2014-11-22,0,0
2014-11-23,0,0
