2014-10-21,0,0
2014-10-22,0,0
2014-10-23,0,0
2014-10-24,18538,0
2014-10-25,26998,0
2014-10-26,23503,0
2014-10-27,17236,0
2014-10-28,8857,0
2014-10-29,7045,0
2014-10-30,18890,0
2014-10-31,26173,0
2014-11-01,0,0
2014-11-02,2814,0
2014-11-03,3536,0
2014-11-04,2232,0
2014-11-05,1264,0
2014-11-06,6031,0
2014-11-07,3748,0
2014-11-08,8460,0
2014-11-09,9281,0
2014-11-10,9046,0
2014-11-11,18546,0
2014-11-12,7558,0
2014-11-13,16781,0
2014-11-14,6765,0
2014-11-15,11155,0
2014-11-16,10373,0
2014-11-17,11569,0
2014-11-18,14685,0
2014-11-19,6755,0
2014-11-20,17090,0
