2014-10-24,32268,0
2014-10-25,32989,0
2014-10-26,32539,0
2014-10-27,39840,0
2014-10-28,42014,0
2014-10-29,33352,0
2014-10-30,31794,0
2014-10-31,45271,0
2014-11-01,18166,0
2014-11-02,21287,0
2014-11-03,13293,0
2014-11-04,20272,0
2014-11-05,15022,0
2014-11-06,15693,0
2014-11-07,27037,0
2014-11-08,24659,0
2014-11-09,20156,0
2014-11-10,18202,0
2014-11-11,10324,0
2014-11-12,14658,0
2014-11-13,12640,0
2014-11-14,21161,0
2014-11-15,29162,0
2014-11-16,26058,0
2014-11-17,13148,0
2014-11-18,6162,0
2014-11-19,6434,0
2014-11-20,13746,0
2014-11-21,12013,0
2014-11-22,7323,0
2014-11-23,21906,0
