2014-12-01,0,0
2014-12-02,0,0
2014-12-03,0,0
2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,177,136
2014-12-10,1604,1497
2014-12-11,1629,1500
2014-12-12,0,0
2014-12-13,2612,2329
2014-12-14,4675,4011
2014-12-15,1233,990
2014-12-16,8677,1692
2014-12-17,11015,10897
2014-12-18,637,179
2014-12-19,8689,8615
2014-12-20,5063,3520
2014-12-21,130,70
2014-12-22,0,0
2014-12-23,0,0
2014-12-24,0,0
2014-12-25,0,0
2014-12-26,263,252
2014-12-27,1293,1142
2014-12-28,0,0
2014-12-29,0,0
2014-12-30,0,0
2014-12-31,1264,1252
