2014-10-23,0,0
2014-10-24,20275,5734
2014-10-25,8817,2583
2014-10-26,13659,287
2014-10-27,19003,3118
2014-10-28,1753,0
2014-10-29,0,0
2014-10-30,2907,2108
2014-10-31,3513,2858
2014-11-01,0,0
2014-11-02,1607,0
2014-11-03,0,0
2014-11-04,4133,130
2014-11-05,1175,139
2014-11-06,3400,628
2014-11-07,8820,1048
2014-11-08,18083,6156
2014-11-09,9630,920
2014-11-10,5462,5345
2014-11-11,2517,721
2014-11-12,9401,1495
2014-11-13,3162,1897
2014-11-14,0,0
2014-11-15,0,0
2014-11-16,0,0
2014-11-17,8039,7846
2014-11-18,4491,21
2014-11-19,0,0
2014-11-20,0,0
2014-11-21,8585,2010
2014-11-22,0,0
