2014-11-29,15434,0
2014-11-30,2227,0
2014-12-01,0,0
2014-12-02,0,0
2014-12-03,0,0
2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,0,0
2014-12-10,0,0
2014-12-11,249,0
2014-12-12,14549,0
2014-12-13,28738,0
2014-12-14,19598,0
2014-12-15,6584,0
2014-12-16,7690,0
2014-12-17,8801,0
2014-12-18,9313,0
2014-12-19,18798,0
2014-12-20,27988,0
2014-12-21,19094,0
2014-12-22,26025,0
2014-12-23,18332,0
2014-12-24,20953,0
2014-12-25,13131,0
2014-12-26,15204,0
2014-12-27,7705,0
2014-12-28,20278,0
2014-12-29,11908,0
