2014-11-28,21535,0
2014-11-29,22764,0
2014-11-30,2922,0
2014-12-01,0,0
2014-12-02,0,0
2014-12-03,0,0
2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,7128,0
2014-12-10,20012,0
2014-12-11,16935,0
2014-12-12,26673,0
2014-12-13,37172,0
2014-12-14,19359,0
2014-12-15,26870,0
2014-12-16,7987,0
2014-12-17,6711,0
2014-12-18,9481,0
2014-12-19,21796,0
2014-12-20,12745,0
2014-12-21,11914,0
2014-12-22,1005,0
2014-12-23,9202,0
2014-12-24,11583,0
2014-12-25,893,0
2014-12-26,1753,0
2014-12-27,12017,0
2014-12-28,10639,0
